subroot_map_50010807,0.0479044,-0.00404217,0.0227288
subroot_map_50010805,0.0493003,-0.00737718,0.0247168
subroot_map_124208010,-0.0468192,0.0227681,-0.0508247
subroot_map_50012083,-0.0335583,0.0205476,-0.042647
subroot_map_50023096,-0.0566618,0.0234856,-0.0563817
subroot_map_50010803,0.0558951,-0.00756146,0.0280361
subroot_map_50016443,0.0186598,-0.00304409,0.0114736
subroot_map_124208014,0.0605345,-0.00696189,0.0301703
subroot_map_124392002,0.0193834,-0.00716862,0.0118305
subroot_map_50016689,-0.0474735,0.02206,-0.0515035
subroot_map_50016687,-0.0512921,0.0228244,-0.0535837
subroot_map_50019712,-0.0449449,0.0220028,-0.049534
subroot_map_50018869,-0.0436069,0.0232816,-0.0497972
subroot_map_50004363,-0.03903,0.0193117,-0.0451343
subroot_map_50008604,0.0548423,-0.0114948,0.0331518
subroot_map_125046003,0.0479765,-0.00249494,0.0221379
subroot_map_125046004,-0.0426712,0.0210877,-0.0480103
subroot_map_50016455,-0.0380338,0.0211,-0.0457696
subroot_map_50013189,-0.0420038,0.0250025,-0.0492351
subroot_map_350507,-0.0475689,0.0213967,-0.050382
subroot_map_121410016,-0.0433469,0.0219979,-0.0485258
subroot_map_50000072,-0.0467294,0.0225188,-0.0506693
subroot_map_50004674,-0.0468861,0.0228307,-0.0511144
subroot_map_121394007,-0.047952,0.0228224,-0.0519612
subroot_map_50024048,-0.0483542,0.024513,-0.0526148
subroot_map_124138007,0.0426148,-0.00498063,0.0208149
subroot_map_50008904,-0.0527121,0.0261342,-0.0550581
subroot_map_125232003,-0.0481446,0.0220776,-0.0513499
subroot_map_50025012,-0.0477766,0.0229864,-0.0519402
subroot_map_50008906,-0.0496708,0.0259001,-0.0537144
subroot_map_50008905,-0.0567822,0.0242037,-0.0567435
subroot_map_123514003,-0.0454554,0.0218858,-0.0504542
subroot_map_50012068,0.0541029,-0.0099918,0.0279712
subroot_map_50019812,-0.0332444,0.0213673,-0.0423122
subroot_map_290503,-0.0411611,0.0189256,-0.0453558
subroot_map_50015219,0.0138621,-0.000610829,-0.00200736
subroot_map_50005752,-0.0451277,0.0212891,-0.0497525
subroot_map_50008901,-0.0483359,0.0238003,-0.0521952
subroot_map_211708,-0.0454095,0.0230759,-0.050124
subroot_map_211707,-0.0533699,0.0225744,-0.0543268
subroot_map_122894005,0.0408736,-0.0098485,0.0247709
subroot_map_123454001,0.0078073,0.00157276,0.00278506
subroot_map_50014493,-0.0365425,0.0222762,-0.0447553
subroot_map_121382014,0.0420702,-0.00533924,0.0199245
subroot_map_50018971,0.0683558,-0.0146994,0.0407902
subroot_map_50018975,0.00510434,0.000875231,0.00222953
subroot_map_121454013,0.0159075,-0.00206774,0.00921331
subroot_map_121454011,-0.0441388,0.0221543,-0.0488971
subroot_map_121476002,-0.0511056,0.0250299,-0.0542329
subroot_map_50025111,0.0322446,-0.00258894,0.0131373
subroot_map_50023294,-0.0166009,0.0161908,-0.0319689
subroot_map_50012162,-0.0442759,0.0219157,-0.0495097
subroot_map_50012163,-0.0360987,0.0206751,-0.0443932
subroot_map_50012043,-0.0375793,0.0198326,-0.0413295
subroot_map_50015558,0.0222836,-0.00220826,0.0124245
subroot_map_50001290,-0.050524,0.0225729,-0.0560909
subroot_map_50005774,0.011897,-0.00233959,0.00626152
subroot_map_50005773,0.0585558,-0.0116174,0.0382523
subroot_map_50003112,-0.0166622,0.013215,-0.03309
subroot_map_50152002,-0.0482537,0.0229198,-0.0518789
subroot_map_50023067,0.0667352,-0.00912295,0.0394656
subroot_map_50070004,0.0637184,-0.00939011,0.0375689
subroot_map_50012051,-0.0479763,0.0226439,-0.0513591
subroot_map_50013021,-0.0416525,0.0193551,-0.0484134
subroot_map_50015200,0.0114452,0.00718689,-0.00762145
subroot_map_50015568,-0.0431263,0.0211304,-0.0479682
subroot_map_50011167,-0.00172096,0.00450333,-0.00479068
subroot_map_50012019,-0.0498945,0.0241298,-0.0529918
subroot_map_121426007,0.0642707,-0.00904628,0.0331613
subroot_map_123000001,-0.0499537,0.0230943,-0.0527797
subroot_map_50025689,0.0641933,-0.00980017,0.0359474
subroot_map_50013477,-0.0450485,0.0217234,-0.0509732
subroot_map_50011153,-0.050254,0.0239031,-0.0531222
subroot_map_50011150,0.052787,-0.00954156,0.0312568
subroot_map_50004743,-0.0544679,0.0227931,-0.0554395
subroot_map_50004621,-0.0479168,0.0221099,-0.0511059
subroot_map_50005952,-0.0431994,0.021732,-0.0488123
subroot_map_50024369,-0.0273589,0.0174703,-0.0382899
subroot_map_50024248,0.0477362,-0.0109586,0.0278825
subroot_map_2909,-0.0190862,0.0183765,-0.0358867
subroot_map_50023283,-0.0448404,0.0227892,-0.0495738
subroot_map_50012031,-0.0217982,0.0136144,-0.026017
subroot_map_50012032,-0.0487623,0.024432,-0.0527295
subroot_map_50015988,-0.0522806,0.0227142,-0.0538227
subroot_map_110215,-0.038942,0.0241348,-0.0470708
subroot_map_50000177,-0.057286,0.0251278,-0.0571562
subroot_map_110210,-0.0466799,0.0215762,-0.0504382
subroot_map_110211,-0.0442681,0.0221182,-0.0486787
subroot_map_50050622,-0.0422692,0.0205894,-0.0475152
subroot_map_124406003,-0.0275439,0.0188099,-0.0396612
